review_id	date	stars	text	my_label
ecde88cb-0e23-4849-8547-5786eab50dae	2026-09-06T16:25:51	1	"Swiggy, if you see this make sure to rectify. I am in Madurai - Karuppayurani. So, I ordered using live location and also entered exact same address. But I don't know the delivery guy came and scold me that he went 600 meters away by seeing the live location. I said it's the problem of Swiggy app, you must ask to them. But he said I entered wrong location. I don't know how the live location shows wrong??. 2 Issues: One,try to make the app locate the exact location from where we place the order"	
e5ddd7f6-1e41-4772-8f78-0f2e91648289	2026-08-30T19:14:48	1	too costly	
76f86112-7398-4e78-abfc-07597f17d09e	2026-09-08T05:59:04	1	very very poor service i never seen that much bad service from big brand like you ghatiya service	
3edbecef-12b3-4b68-9bd0-9eafc3a4d8df	2026-08-23T21:16:22	1	"Whenever I order food, it takes a really long time to arrive. They initially say it will take 20–30 minutes, but even after an hour, I’m still waiting for the order. Also, the delivery person who came this time was not a Tamil speaker, so we couldn’t properly explain the location in Hindi and guide him to the exact place. I had already provided the correct and exact location, and all the previous delivery partners were able to reach the location without any problem."	
b01bb954-a815-4957-af72-b9e1c340d0cd	2026-08-24T14:15:34	1	not delivering food on time is regular type of thing for swiggy and sometimes items are missing but no support from swiggy team after the complaint also. zomato is much far better than this rubbish swiggy	
6b159f06-f025-4f9b-a0fa-85c08baef246	2026-09-14T17:42:19	1	I always used swiggy but I had this terrible experience. with both the swiggy staff and where my order was delivered from. I ordered ice-cream from kwality walls an oreo ice cream tub and 2 ice cream biscuits. but they werent delivered in the first time only they got the wrong order. so I reordered and got a brick instead. I didn't think much as I assumed they delivered the brick instead of a tub. so today my brother checked and found that the ice cream is expired. that to 2 months ago	
90f69858-9484-403c-8be7-de8dcd792946	2026-08-21T17:32:40	1	"Swiggy’s pricing has become extremely high. In many cases, the price of an item on Swiggy is significantly higher than the actual price charged by the restaurant. On top of that, customers are charged delivery fees, GST, and other additional charges on the inflated amount. This makes the final bill unreasonably expensive. It feels like customers are being unfairly charged at multiple levels. Swiggy should be more transparent about its pricing and ensure that customers are not overcharged compare"	
7df8c3bd-feae-4bcc-b832-29fdaf25e1aa	2026-09-01T21:43:17	1	???????? ??? ???	
2576a0f6-3708-4d98-8e88-58a232e22db5	2026-08-26T17:46:19	1	"Swiggy is auto changing the delivery address from my default home address (with 0 popups or notifications) to office. if the app is not able to detect the location correctly, at least trigger a notification to the user that the address has been changed from the default to some other saved address. cancelled orders with no refund. ??"	
38358e03-0728-473e-980c-c3321b3b99d6	2026-09-13T21:42:53	4	nice	
ca8e8433-1811-4259-b38e-0337ae40594a	2026-09-10T14:29:07	1	"very bas behaviour, delivery driver is. ot picking the phone for delivery. secondly during cancellation all my amount was rakes no refund. I recommend that everyone don't use this app."	
386fbdf8-e272-4ccb-8ae8-63898937165f	2026-08-31T01:25:02	1	"very bad experience, not trustable and hopeless service. very very bad"	
3af4344c-dd09-4b88-b40b-4bd1e85cc59a	2026-09-02T15:21:14	1	Terrible service! I have ordered 1 hour prior while traveling expecting the food to be delivered. the delivery partner took my food from the restaurant and left and I kept calling swiggy for answers and all they can do is say we will give you a refund without arranging for any alternatives when a diabetic person was waiting for that food. terrible customer service	
29c1a02d-9a02-42ee-812c-866ad0403c19	2026-09-05T05:35:52	1	"Absolutely terrible service! I’ve been trying to get a simple order issue resolved since 1:40 AM, and nobody from support has been able to help. The restaurant confirmed the delivery partner took the order, support confirmed the delivery partner wasn’t answering, and after the order was cancelled, I was still charged twice. I was transferred between agents repeatedly and had to explain the same issue over and over. One support agent, Suhail, even asked for my personal phone number."	
7b5e950e-0c3f-4a59-8377-1df850377a9c	2026-09-12T19:08:32	2	cash on delivery no	
948a0dba-742c-4fff-be07-3d8711257056	2026-09-05T02:38:22	1	scammers trying to steal money	
bc0e9be0-9450-4244-bd00-851c42548bfc	2026-08-22T22:27:42	1	order is not getting fast	
99ca9b21-3e3a-4b9d-ae41-386cedd6d098	2026-09-11T17:59:01	3	thankyou	
100afce0-6f66-4778-b6c9-bab0ceb2bea1	2026-08-26T19:40:02	1	"Add a genuine cancel button or you will be losing a lot of users. A user may accidentally put an order and wants to cancel it, there is no option except going a complex step through the help channel and still getting an unfavorable response."	
27f24914-beba-4a3e-af70-618d3543b883	2026-09-12T09:51:10	1	worst customer service experience get stale food but no refund	
bd9fa912-6263-401e-b116-c9630aa6ec3f	2026-08-24T11:03:13	1	food is over priced on both swiggy and zomato	
161f1482-8f77-42a3-9f2d-3019887eb1e4	2026-09-09T19:50:34	1	late	
e979836b-8983-4095-aa48-186f5b27c128	2026-09-09T18:41:01	3	good	
6a335bcd-e380-4558-b7bb-267819e255b7	2026-08-18T19:16:06	1	not good delivery food quality not good	
8d7a6997-afce-4362-82f4-042f59cee8fc	2026-08-27T09:59:43	3	good	
979a3bd0-3d4b-4109-b875-9130fd1456bc	2026-08-23T16:06:46	1	????	
e4baddd8-929d-41e4-a94b-9e0f14c9a2c3	2026-09-07T23:28:41	1	worst customer support I have received in my entire life. i have not received my order from the last 1.5 hrs and they are just apologizing and not giving me any update on my order. dont use this app.	
f500470e-7598-4d7f-9252-06abf068f336	2026-09-04T07:11:19	1	bhai koi v isse order kr rhe ho mt kro patna me .iska service bhut hi bakwas h.. ek to food ka rate jaida rkhte h uper se khana v koi restaurant shi nhi deta pta nhi ye kaisi service provide kr rha h ...mere sare dost ne issse yhi problem face kr rhe h..mn to bhut kr rha h gaali dene ko lekin kya hi du jis desh ke pm hi chor h us des ki company to chor hoga hi na .	
2ec885e9-072b-4ab6-9ec2-7691212dce96	2026-08-24T16:51:42	1	1 ruppe not applicable	
